,Treated_1,Treated_2,Treated_3,Untreated_1,Untreated_2,Untreated_3,Untreated_4
ID=FBgn0000083,5782.85089189341,7124.919872729135,7518.97782203878,5632.2871465719445,7080.067370247624,7324.914033396976,7459.4705916742205
ID=FBgn0000084,1570.434750317432,2366.0543997957802,2369.3846854398193,1731.9223986526213,2670.6869974075917,2642.501016768296,2322.5457886165154
ID=FBgn0000097,4206.164410882039,4032.612910798947,3803.5057430607453,4149.299098134379,4636.836934149376,3720.2462912708042,3387.2085849949267
ID=FBgn0000100,25150.71258171588,31242.23850845042,30762.874837792006,30239.03474105268,33335.87941765925,35330.48555690396,28527.302957406133
ID=FBgn0000108,172.5477671527115,103.20431146120528,103.83457814883934,165.1697110431655,130.11286346085342,87.91872541771151,79.04462557896545
ID=FBgn0000109,217.560228149071,109.89347979665376,125.6548880496824,143.93360533761566,133.00426042665018,184.7281084619332,235.1821575867984
ID=FBgn0000114,5075.154977339535,218.83136411681488,211.43127869437578,2267.544175892601,232.27555625233833,181.76455591976315,266.409663988365
ID=FBgn0000115,662.6834535575151,685.1619566452239,761.4535730914885,666.5777624242037,630.32453854369,654.9451118195814,698.7154557350526
ID=FBgn0000116,742.705606439932,1433.3932147389621,1267.0828232075758,352.7553114421892,564.7862073189638,454.41138979940786,467.43673644844995
ID=FBgn0000117,12314.65912092069,14719.037124416156,14897.252266441088,12339.357198574773,13195.371952907735,12845.024568612393,11370.715768470436
ID=FBgn0000119,811.4746440732591,788.3662681064292,774.2447892402586,764.4998053997947,868.3828887276218,872.2722982453851,819.7220430411231
ID=FBgn0000139,667.6848381126662,637.3821828205919,692.9829454716017,934.3886510441935,793.2065676169065,918.7012880727159,915.3562813959209
ID=FBgn0000140,1307.8620611720016,1278.5867475471543,1040.6030549264117,1232.8739145721997,1100.6584449799602,988.8386982374071,1216.8968900860482
ID=FBgn0000146,2541.953700155525,2326.874985259582,2166.2300760181774,1687.0906199409048,1589.3045321996096,1710.9576676795095,1722.3921499614075
ID=FBgn0000147,568.9074931484328,630.6930144851434,567.3280574219193,427.0816814116137,399.9765802685494,488.98616945805844,456.7022811229115
ID=FBgn0000150,10470.39856620874,11767.202697530387,12173.475651232404,7859.718678354062,9514.623615448481,9618.703701036597,9393.624269421252
ID=FBgn0000152,525.145378290861,659.3608787799226,716.3081043311236,461.29540727055513,612.0123577603106,598.6376135183503,663.5845110332901
ID=FBgn0000163,1432.896675050778,1271.8975792117058,1220.432505488532,1433.437135124615,1732.910581500848,1258.5219795748817,1139.8039836571807
ID=FBgn0000173,2190.606435156163,1938.9032218035695,1940.5027322163526,1898.271893346095,1624.0012957891706,2015.2157286756349,1864.8676479185551
ID=FBgn0000181,14464.00413349686,15394.643126296454,15697.831912458227,18191.084104104066,16195.678204416155,17374.32070389562,15091.668328132106
ID=FBgn0000183,3410.9442666130212,3224.1791376861725,3182.7555476057278,3288.057033409302,3212.3420290001814,3172.976921816735,3372.5706913691924
ID=FBgn0000212,3652.26107139906,4498.943503327356,4627.410547937406,3888.5669114162397,4201.199791302667,3718.270589576024,3736.566312862453
ID=FBgn0000221,192.5533053733157,239.854464599653,229.48946619852174,206.4621388039569,271.7913147848938,300.3066576065652,238.10973631194528
ID=FBgn0000228,858.9877973471941,941.2615443452519,948.807268447003,1147.9294917500004,1037.0477117324317,969.0816812896068,835.3357962419065
ID=FBgn0000229,1394.1359447483574,946.9951172042076,863.7833022816491,1190.4017031611,1065.9616813903992,1012.5471185747675,1307.6518305656011
ID=FBgn0000239,3243.397884015461,3069.3726704943642,2848.6790787790273,3131.145807918295,3117.8897281174877,3030.7263997925725,3335.488027517332
ID=FBgn0000244,547.6516087890408,496.9096477761736,528.2019844962697,724.3871612893116,795.1341655941043,553.1964745384096,652.8500557077516
ID=FBgn0000246,313.83688083572883,178.69635410412394,180.58187504145974,252.47370116598157,180.23041086799697,137.3112677872124,221.52012353611303
ID=FBgn0000247,2701.998005920359,3354.1401224891715,3222.634045010717,3085.1342455562703,3999.7658026854942,3366.5956879051782,3279.8640317395416
ID=FBgn0000250,2825.7822736603475,2642.2214925021535,2881.7857558699616,3467.3841482561675,2854.772604229984,2717.577681169937,2713.865478211147
ID=FBgn0000253,18811.457658061914,11538.815378648645,12188.524140819192,18294.905065331197,11116.457534499878,10752.756473840336,14832.089681169084
ID=FBgn0000256,2091.82909019193,2233.226628563303,2253.5113156215493,2785.4691983779558,3410.8846206515577,2814.3870642141587,2563.583103653608
ID=FBgn0000257,811.4746440732591,1004.3308457937662,1007.4963778354773,828.2081225164442,993.6767572454806,969.0816812896068,736.7739791619618
ID=FBgn0000259,3312.166921648788,2149.1342266319507,2190.3076593570386,3679.745205311666,2168.547724347557,2213.773749001028,2694.348286710168
ID=FBgn0000261,1905.527515512553,2203.6031687920313,2446.1319823324397,2276.9824450950673,2795.0170669368513,2455.7972066115826,2069.798158678836
ID=FBgn0000273,4219.918218408705,3012.9925373812985,2929.188498068345,4844.191668165983,3696.1691212768364,2874.6459659049497,3043.706014577694
ID=FBgn0000283,4324.947294066877,4371.849304953835,3987.097316019563,5510.769430590187,4373.719810261873,4113.410928532031,4083.9723215798813
ID=FBgn0000286,468.8798020454116,466.33059252840906,507.1340990747661,736.1849977923948,780.6771807651206,602.5890169079104,657.7293535829964
ID=FBgn0000289,3479.7133042463483,4153.0179408370195,3868.2142482839354,4336.884698533403,4587.683185730832,4155.888514969802,4580.6848452798
ID=FBgn0000299,69377.95620291668,88204.32926670028,76669.79717124843,49760.91480270454,57613.9759404659,48175.51012551635,42335.71594434886
ID=FBgn0000307,2888.2995805997357,2031.5959830233558,2075.186714018108,2947.099558470196,2521.29815417476,2057.693315113406,2025.8844778016328
ID=FBgn0000308,27603.891706017475,18581.554040399413,20666.090749536386,29251.555825744614,17902.566213224833,18397.73418179168,22139.326179135667
ID=FBgn0000316,460.1273790738973,373.6378313086228,350.62980737216765,425.90189776130535,293.95869152266886,333.89358641782576,398.1507066199741
ID=FBgn0000317,1617.947903591367,1723.8942395927252,1521.4022972242983,1584.4494423640806,1777.245334976398,1622.0510914144081,1983.9225160745277
ID=FBgn0000318,1296.6089459229117,1305.3434208889482,1516.8877503482618,1250.5706693268246,1030.3011188122393,1234.8135592375213,1231.5347837117827
ID=FBgn0000319,16347.025418511232,18748.783248785625,17041.662032558423,14413.416855816808,17787.87413358156,16912.00650731709,18165.62598953632
ID=FBgn0000326,375.1038416363293,369.81544940265223,333.32404434736105,336.23834033787267,337.32964600962,304.25806099612527,281.04755761409933
ID=FBgn0000330,263.8230352842183,378.415808691086,380.72678654574423,189.94516769964034,392.26618835975813,397.1160406507869,450.8471236726177
ID=FBgn0000339,911.5023351762802,581.002049707526,651.5995991079338,766.8593727004113,603.3381668629204,670.7507253778216,967.0768388735155
ID=FBgn0000346,125.03461387877644,149.07289433285206,168.5430833720291,95.56247567497434,90.59710492829794,81.99162033337142,103.44111495518935
ID=FBgn0000352,1049.0404104429342,1104.6683708254936,1012.0109247115139,1000.4565354614597,1146.920796432708,930.5554982413961,886.0804941444521
ID=FBgn0000370,15162.94762507922,12848.936776920056,12652.770044571611,15219.209088977394,12760.698609049625,14092.680188865983,16359.309916120701
ID=FBgn0000376,1290.3572152289728,1754.4732948404896,1596.6447451582399,1277.7056932839162,1651.951466458539,1594.3912676874875,1306.6759709905523
ID=FBgn0000377,1009.0293340017258,1135.247426073258,1240.7479664306961,1012.254371964543,1169.088173170483,1072.8060202655586,909.5011239456271
ID=FBgn0000382,1055.2921411368732,867.6806926553185,921.719987190784,1211.63780886665,1241.3730973154015,999.7050575586973,801.1807111151929
ID=FBgn0000384,1981.7986299786066,1123.7802803553463,1033.8312346123569,1295.402448038541,1134.391409580922,1134.0527728037396,1831.6884223668906
ID=FBgn0000392,3150.8722697451662,3929.4085993377416,3902.8257743335485,3734.015253225849,4195.416997371074,4458.170874271147,3627.27004045697
ID=FBgn0000394,715.1979913866012,720.5189892754516,805.8466173725141,773.9380746022613,838.5051200810555,895.9807185827455,903.6459664953334
ID=FBgn0000395,703.9448761375113,602.9807456668568,559.8038126285252,1067.7042035290342,1080.4186662193829,757.6815999481431,605.0329365303528
ID=FBgn0000404,3499.7188424669525,3131.486376466386,3123.3140137379137,2996.650471783146,3095.7223513797126,2909.2207455636003,3484.7945424998225
ID=FBgn0000405,3472.2112274136216,3593.0389916123318,3270.0367872090997,2330.072709358942,2360.3437230787413,2062.632569350356,2683.6138313846295
ID=FBgn0000406,102.52838338059668,104.15990693769793,138.44610419845245,503.7676186816548,499.2478760942376,669.7628745304315,234.20629801174945
ID=FBgn0000412,3893.5778761850984,3544.303622311207,3391.929552862085,3538.171167274667,3238.364601692352,2981.3338574230715,2625.062256881692
ID=FBgn0000414,2338.147279533119,2649.8662563140947,2625.9614328945604,2600.2431652795485,3211.378230011582,2774.873030318558,3333.536308367234
ID=FBgn0000416,41293.93157960471,41619.049787684016,41208.03145998177,53801.67380501055,53640.23271047258,54809.91641658771,51413.16171145425
ID=FBgn0000426,932.7582195356722,835.1904464545686,1005.9915288767986,961.5236750012849,693.9352717912183,798.1834846911338,698.7154557350526
ID=FBgn0000447,1096.5535637168693,918.3272529094285,944.2927215709665,684.2745171788285,622.6141466348986,712.2404609682023,594.2984812048143
ID=FBgn0000454,2439.4253167749284,3488.8790846746338,3592.826888845709,2507.0402569051907,3511.119715465845,3456.4901150176697,3362.8120956187026
ID=FBgn0000455,552.6529933441918,674.6504064038048,660.6286928600068,568.6557194486127,835.6137231152587,844.6124745184646,601.129498230157
ID=FBgn0000464,12482.205503518251,2354.5872540778687,2152.686435390068,7000.836180929601,2906.8177496143253,2077.4503320612057,2182.022009809466
ID=FBgn0000479,6749.368457176352,1375.1018906729112,1380.6989195878275,4381.71647724512,1769.5349430676067,1570.682847350127,1572.1097754038683
ID=FBgn0000482,1121.5604864926247,1514.6188302408368,1556.7662477532508,1270.626991382066,1550.752572655653,1483.7519727798056,1355.468949743
ID=FBgn0000489,215.05953587149548,172.00718576867547,159.51398961995608,145.113388987924,176.37521491360133,157.06828473501272,159.06511073297983
ID=FBgn0000490,460.1273790738973,438.6183237101224,370.19284383499246,291.4065616261563,283.3569026480808,238.07205422099412,170.77542563356732
ID=FBgn0000499,1000.2769110302115,1223.1622099105812,1311.4758674886014,1094.8392274861258,1361.847970890266,1129.1135185667895,932.921753746802
ID=FBgn0000520,502.6391477926813,832.3236600250907,877.3269429097585,537.9813445405963,788.3875726739119,798.1834846911338,623.574268456283
ID=FBgn0000524,982.7720650871828,1338.7892625661907,1188.078252876937,835.2868244182941,1013.9165360060579,952.2882168839765,916.3321409709698
ID=FBgn0000527,112.53115249089879,175.82956767464603,121.1403411736459,165.1697110431655,219.74616940055245,203.4972745623435,185.41331925930166
ID=FBgn0000535,487.6349941272281,318.2132936720496,312.25615892585745,687.8138681297536,633.2159355094867,434.6543728516075,460.6057194231073
ID=FBgn0000536,1420.3932136629003,1120.9134939258684,1032.326385653678,1159.7273282530837,944.523008826936,979.9480406108969,1346.6862135675594
ID=FBgn0000541,7898.436558722307,5343.689904546851,4494.983839573669,8440.172234305757,6183.734310850634,4916.533667460115,6152.794620683669
ID=FBgn0000542,188.80226695695242,218.83136411681488,221.96522140512758,227.69824450950674,253.47913400151447,210.41223049407364,125.88588518131534
ID=FBgn0000543,645.1786076144864,1007.1976322232441,1131.646416926481,713.7691084365367,866.455290750424,923.640542309666,743.6049961873046
ID=FBgn0000546,1461.6546362428965,1320.6329485128306,1191.8403752736342,1583.2696587137723,1726.1639885806555,1209.129437205381,1348.6379327176573
ID=FBgn0000547,1312.8634457271526,744.4088761877676,748.6623569427185,921.411030890802,860.6724968188305,674.7021287673816,609.9122344055976
ID=FBgn0000559,123681.73935660807,138542.23218190315,140978.0125714296,124313.80323298821,131321.46739255646,142576.51280380116,125242.79372135807
ID=FBgn0000562,1456.6532516877455,1765.9404405584014,1664.3629482987872,1731.9223986526213,2014.3398861717308,1664.5286778521788,1686.2853456845962
ID=FBgn0000565,743.9559525787198,990.9525091228692,1139.1706617198752,558.0376665958378,592.7363779883323,677.6656813095517,450.8471236726177
ID=FBgn0000566,984.0224112259706,1236.540546581478,956.3315132403972,926.1301654920352,806.6997534572913,1003.6564609482574,950.4872260976832
ID=FBgn0000567,238.816112508463,210.23100482838112,167.03823441335024,499.04848408042153,572.496599227755,406.994549124687,401.07828534512095
ID=FBgn0000568,4838.8395571086485,4556.279231916915,4397.921081738884,5935.491544701184,6970.194285547348,4692.2915251025815,2803.6445591156507
ID=FBgn0000575,2544.4543924331006,1626.4235009904758,1711.7656904971702,1898.271893346095,1814.8334955317557,1344.4650032978132,1367.1792646435874
ID=FBgn0000578,7021.943915432084,6180.791541954405,6068.3034258723865,8847.19759366213,8866.950695110012,6806.292338517218,7686.845872660627
ID=FBgn0000579,9393.850540712474,13751.974502205603,13869.440427663447,7267.467285899283,10187.355309490524,9579.189667140996,8058.648370754279
ID=FBgn0000581,3772.294300722685,4205.575692044115,3762.874821176417,4410.031284852519,5025.247926554739,3900.035145495787,3711.19396391118
ID=FBgn0000588,302.583765586639,465.3749970519164,366.43072143829534,379.8903353992807,447.20273070989623,475.15625759459823,424.49891514629593
ID=FBgn0000611,1667.9617491428776,1498.3737071404619,1440.1404534556414,1917.1484317510283,1613.3995069145826,1707.9941151373396,1908.781328795758
ID=FBgn0000615,536.3984935399509,481.6201201522913,398.78497404989025,432.9805996631553,397.0851833027527,446.50858302028774,635.2845833568704
ID=FBgn0000617,821.4774131835612,1054.0218105713836,1063.9282137859336,737.3647814427032,1052.4684955500145,1059.9639592494884,895.8390898949417
ID=FBgn0000618,213.80918973270772,187.29671339255773,241.5282578679524,182.8664657977904,125.29386851785885,214.3636338836337,165.89612775832254
ID=FBgn0000629,795.2201442690182,1344.5228354251465,1394.9949846952763,869.5005502772356,1526.6575979406803,1466.9585083741754,1548.6891456026933
ID=FBgn0000635,6606.828997354547,2011.5284780170102,1838.9254275055316,6760.1603162667025,3722.191693969007,2601.011281177915,2476.7316014742505
ID=FBgn0000662,1549.17886595804,1467.7946518926972,1408.5386253233858,1720.124562149538,1642.31347657255,1422.5052202416246,1496.9685881250987
ID=FBgn0000667,2910.8058110979155,3585.3942278003906,3619.1617456225886,3237.326336446044,4144.335650975331,3883.2416810901573,3118.847201856464
ID=FBgn0000709,2598.219276400974,2581.0633820066246,2695.1844849937866,2886.9305923044717,3362.6946712216118,2905.26934217404,2318.6423503163196
ID=FBgn0000711,1859.2647083774057,1327.322116848279,1289.6555575877583,1583.2696587137723,1320.4046143805126,1272.351891438342,1455.9824859730425
ID=FBgn0000719,2943.3148107063976,2466.3919248275074,2716.25237041529,3145.3032117219946,3313.540922803067,2547.6673354188542,2573.341699404097
ID=FBgn0000721,30333.397326991166,11286.538172854589,9029.846176552326,13845.940920018504,9087.660663499162,7829.705816413275,11190.181747086379
ID=FBgn0000723,2838.285735048225,2630.754346784242,2671.106901654925,3040.3024668445537,3234.5094057379565,2708.6870235434267,2425.9869035717047
ID=FBgn0000808,151.2918827933195,155.76206266830056,158.00914066127726,189.94516769964034,157.09923514162304,186.70381015671322,129.78932348151116
ID=FBgn0000810,486.38464798844035,362.1706855907111,281.4067552729414,493.1495658288799,314.1984702832461,295.3674033696151,326.9129576414003
ID=FBgn0000826,148.79119051574395,189.207904345543,218.2030990084305,112.07944677929089,137.82325536964476,122.49350507636211,117.10314900587473
ID=FBgn0000928,867.7402203187085,1070.2669336717584,985.6760679346344,541.5206954915212,758.5098040273456,716.1918643577624,699.6913153101016
ID=FBgn0000996,1304.1110227556383,1382.7466544848521,1337.8107242654808,1642.2588412291886,1562.3181605188402,1601.3062236192177,1493.0651498249028
ID=FBgn0001078,2176.852627629498,1962.7931087158856,1799.799354579882,2121.2510032543687,2444.1942350868467,1763.3137625911804,1483.3065540744133
ID=FBgn0001079,500.13845551510576,543.7338261243129,543.2504740830581,427.0816814116137,520.4514538434137,506.76748471107874,489.881506674576
ID=FBgn0001083,245.06784320240183,260.8775650824911,249.80492714068595,178.1473311965571,266.00852085330035,229.18139659448397,273.24068101370773
ID=FBgn0001086,1546.6781736804646,1402.8141594911976,1377.6892216704698,1490.0667503394145,1389.7981415596344,1275.315443980512,1486.2341327995603
ID=FBgn0001087,1835.508131740438,2078.4201613714954,2225.671609885991,1730.742615002313,2165.6563273817605,1986.5680541013244,1964.4053245735486
ID=FBgn0001091,5107.663976948017,7227.168588713847,7674.729689262038,3192.494557734328,4518.28965855171,4217.1352675079825,3804.8764831158796
ID=FBgn0001092,10699.2119096069,13815.999399130611,14615.093086688807,8729.219228631298,9567.632559821423,10328.968460310018,10261.163431639774
ID=FBgn0001098,722.7000682193278,650.7605194914888,670.4102110914192,850.6240118723024,958.0161946673207,802.1348880806938,826.5530600664658
ID=FBgn0001104,10431.637835906318,9333.301018903629,9444.432064668345,10172.094632958378,9972.428135032966,8883.742670578424,9767.378486665002
ID=FBgn0001105,8458.591628899227,6577.363664698852,6500.195077013211,7652.076755899797,6231.92426028058,6022.9266165369345,5792.702437490603
ID=FBgn0001108,1954.2910149252757,2732.047467292462,2672.611750613604,2142.4871089599183,3144.876099798257,2848.9618438728094,2650.4346058329647
ID=FBgn0001114,32486.493377983694,40672.0546704798,40934.148949502225,59300.64539909765,56325.37669270915,55150.724958937266,44987.12640975688
ID=FBgn0001122,2108.0835899961708,1444.8603604568739,1448.4171227283748,1352.0320632533405,1011.98893802886,819.9162033337142,1060.7593580782152
ID=FBgn0001123,1459.153943965321,903.0377252855462,965.3606069924701,1484.167832087873,1018.7355309490524,921.664840614886,1131.997107056789
ID=FBgn0001124,1512.918827933195,2001.9725232520839,2024.0218494230278,969.7821605534432,1319.4408153919137,1369.1612744825636,1085.1558474544393
ID=FBgn0001125,2014.3076295870885,2889.7207209137478,2947.99911005183,2285.240930647226,3141.9847028324607,3122.596528599844,3228.1434742619467
ID=FBgn0001128,261.32234300664277,267.5667334179396,300.9697917357662,361.0137969943475,364.31601769038963,376.3711728555965,357.1646044679179
ID=FBgn0001133,418.8659564939011,621.1370597202169,647.8374767112367,491.96978217857156,585.9897850681399,704.3376541890822,600.153638655108
ID=FBgn0001137,362.6003802484517,265.65554246495435,303.9794896531239,604.0492289578625,724.7768394263835,774.4750643537734,945.6079282224384
ID=FBgn0001139,4242.424448906884,4602.147814788561,4874.205777160734,5390.4314982587375,5605.454917691285,5057.796338636887,4122.0308450067905
ID=FBgn0001142,493.8867248211669,450.0854694280341,449.1974141656311,450.6773544177802,549.3654235013812,559.1235796227496,202.97879161018287
ID=FBgn0001145,437.62114857571754,602.0251501903641,605.7017058682295,493.1495658288799,592.7363779883323,564.0628338596997,261.53036611312024
ID=FBgn0001149,2359.403163892511,2360.3208269368242,2539.4326177705275,2564.849655770299,2377.6921048735217,2713.6262777803768,2328.4009460668094
ID=FBgn0001168,4073.6277201705366,3262.402956745878,3513.069894035731,4431.26739055807,3808.933602942909,3194.7096404593153,1963.4294649984997
ID=FBgn0001169,1707.9728255840862,1678.981252197571,1625.2368753731375,1698.8884564439882,1910.249595403048,1446.213640578985,1566.2546179535746
ID=FBgn0001179,1015.2810646956647,1276.675556594169,1264.073125290218,908.4334107374103,1126.6810176721308,1141.9555795828599,1028.5559921015997
ID=FBgn0001185,651.4303383084252,520.7995346884896,618.4929220169996,658.3192768720454,544.5464285583865,575.9170440283799,538.6744854270238
ID=FBgn0001186,3631.005187039668,3401.9198963138037,3456.638058085275,3928.6795555267227,3464.8573640130967,3182.855430290635,2580.17271642944
ID=FBgn0001189,1715.4749024168127,1927.4360760856578,1820.1148155220462,1474.7295628854065,1599.9063210741976,1513.387498201506,1712.633554210918
ID=FBgn0001197,4670.0428283723,4038.346483657903,4309.887417656172,3938.117824729189,3136.2019089008672,3301.397531977437,4092.755057755322
ID=FBgn0001202,960.265834589003,829.4568735956128,863.0308778023096,852.983579172919,848.1431099670446,993.7779524743572,950.4872260976832
ID=FBgn0001206,821.4774131835612,874.3698609907669,859.2687554056125,654.7799259211205,621.6503476462997,588.7591050444502,562.0951152281987
ID=FBgn0001215,6255.481732355185,6705.4134585488655,7324.099881889871,7463.311371850465,8329.150859471818,7056.218602906892,7866.404034469635
ID=FBgn0001218,31552.484812309234,37100.03877935031,40800.21739217981,38737.016374223545,36965.54640872276,38873.906546491955,31727.146503991662
ID=FBgn0001220,6413.025345842443,7524.358781903059,7604.754212683472,6288.2468561433725,6873.814386687457,7350.5981554291175,8092.803455880993
ID=FBgn0001222,1269.1013308695808,1179.2048179919195,1273.8546435216306,1354.3916305539572,1329.0788052779028,1318.7808812656729,1276.4243241640345
ID=FBgn0001223,272.57545825573266,468.2417834813943,564.3183595045616,191.12495134994867,322.87266118063627,336.85713895999584,272.26482143865877
ID=FBgn0001224,1050.290756581722,1080.7784839131775,1300.18950029851,401.1264411048305,358.5332237587961,485.0347660684984,374.73007681879915
ID=FBgn0001225,766.4621830768996,737.7197078523192,907.4239220833351,268.99067227029815,303.596681408658,350.68705082345605,273.24068101370773
ID=FBgn0001228,272.57545825573266,468.2417834813943,564.3183595045616,191.12495134994867,322.87266118063627,336.85713895999584,272.26482143865877
ID=FBgn0001230,185.05122854058914,230.2985098347266,261.8437188101166,220.6195426076568,251.55153602431662,195.5944677832234,158.0892511579309
ID=FBgn0001233,54507.5895743138,62036.30273842579,59023.18585730111,46507.071495154174,52474.035934267886,57046.41073507871,45684.86600591688
ID=FBgn0001234,2468.1832779670467,1150.5369536971402,1080.4815523314007,2007.9917728247694,2233.1222565836842,1426.4566236311846,1079.3006900041455
ID=FBgn0001247,1776.741863217413,1667.5141064796594,1638.780516001247,1525.4602598486645,1441.8432869439757,1428.4323253259647,1439.3928731972103
ID=FBgn0001248,3015.8348867560876,4288.712498498975,4169.936464499041,2738.2778523656225,3284.6269531451,3607.6312946683424,3363.7879551937517
ID=FBgn0001257,15983.174692123992,13976.539439181373,14854.364071118742,12189.524674985614,9801.835714050958,9156.389504458068,6354.797552718802
ID=FBgn0001258,2009.3062450319374,2673.7561432264106,2826.858768878184,1213.9973761672666,1347.390986061282,1398.7967999042642,1228.6072049866357
ID=FBgn0001276,210.0581513163444,184.4299269630798,184.3439974381568,240.67586466289833,142.6422503126393,214.3636338836337,173.7030043587142
ID=FBgn0001280,880.2436817065861,681.3395747392534,740.3856876699849,696.0723536819119,563.8224083303649,636.175945719171,808.9875877155846
ID=FBgn0001291,1410.3904445525982,1402.8141594911976,1545.4798805631594,1659.9555959838135,1545.9335777126585,1548.9501287075468,1343.7586348424124
ID=FBgn0001297,12094.598200494045,12412.22964416292,12278.815078339921,15793.76372667755,19029.247230896963,14865.179551524978,14012.36763812796
ID=FBgn0001301,1330.3682916701814,1467.7946518926972,1394.9949846952763,1126.6933860444506,1423.5311061605964,1270.376189743562,1334.000039091923
ID=FBgn0001308,3438.451881666352,4999.6755330095,5077.360386582376,4116.2651559257465,5933.146573814916,5199.05900981366,4632.405402757395
ID=FBgn0001313,18531.380122973456,14038.653145153396,13539.126081233442,18507.266122386696,16216.881782165332,15380.837693862566,12181.655075336119
ID=FBgn0001316,16320.768149596688,17652.715237248565,17593.189175914213,15776.066971922923,18421.09006909105,14493.74763290633,14562.752438455573
ID=FBgn0001324,2596.9689302621864,3200.289250773856,3031.5182272585052,2728.839583163156,3402.2104297541673,2966.5160947122213,2810.475576140994
ID=FBgn0001330,488.8853402660159,523.6663211179675,489.07591157062006,463.65497457117175,579.2431921479475,575.9170440283799,561.1192556531497
ID=FBgn0001341,487.6349941272281,464.41940157542376,379.22193758706544,457.75605631963015,403.8317762229451,396.1281898033968,467.43673644844995
ID=FBgn0001404,2188.1057428785875,1870.1003474960994,1875.794226993163,2061.082037088644,1815.7972945203546,1539.0716202336466,1684.3336265344983
ID=FBgn0001491,327.59068836239425,286.6786429477924,285.9213021489779,401.1264411048305,262.1533248989047,323.02722709653557,346.43014914237943
ID=FBgn0001565,2513.1957389634063,2513.216103175647,2758.3881412582973,2485.804151199641,2872.1209860247645,3179.891877748465,2682.6379718095804
ID=FBgn0001612,2445.677047468867,2395.677859567052,2616.179914663148,2284.0611469969176,2373.836908919126,2662.258033716096,2967.5889677238756
ID=FBgn0001624,7209.495836250249,6782.816692144769,6733.44666560843,8661.971560563723,8436.132547206296,6947.5550096939905,7532.660059802893
ID=FBgn0001941,3689.7714555626926,3047.3939745350335,3194.041914795819,4253.120059361512,3353.0566813356227,3476.24713196547,4121.054985431741
ID=FBgn0001942,54863.93822386831,67205.1186707745,69817.46743790437,68745.99330346611,74839.9552636943,83817.16869934817,73346.5815202546
ID=FBgn0001961,6071.680849953384,8599.403692957281,8988.462830188659,6849.823873690136,9070.312281704382,8907.451090915783,7375.54666822001
ID=FBgn0001965,1722.9769792495392,2199.7807868860605,2255.7685890595676,1990.2950180701446,2461.542616881627,2094.243796466836,2025.8844778016328
ID=FBgn0001970,525.145378290861,660.3164742564153,615.4832240996419,506.1271859822715,726.7044374035813,684.5806372412818,673.3431067837797
ID=FBgn0001977,1646.7058647834856,1504.1072799994176,1464.970461273842,1226.9749963206582,1235.590303383808,1402.7482032938242,1150.5384389827193
ID=FBgn0001978,5621.556239989789,7413.509706629912,7696.549999162881,6093.582553842499,7917.60869134008,7280.460745264426,5643.3959225081135
